id,label
glass1,0
glass2,0
glass3,0
glass4,0
glass5,0
glass6,0
glass7,0
glass8,0
glass9,0
glass10,0
glass11,0
glass12,0
glass13,0
glass14,0
glass15,0
glass16,0
glass17,0
glass18,0
glass19,0
glass20,0
glass21,0
glass22,0
glass23,0
glass24,0
glass25,0
glass26,0
glass27,0
glass28,0
glass29,0
glass30,0
glass31,0
glass32,0
glass33,0
glass34,0
glass35,0
glass36,0
glass37,0
glass38,0
glass39,0
glass40,0
glass41,0
glass42,0
glass43,0
glass44,0
glass45,0
glass46,0
glass47,0
glass48,0
glass49,0
glass50,0
glass51,0
glass52,0
glass53,0
glass54,0
glass55,0
glass56,0
glass57,0
glass58,0
glass59,0
glass60,0
glass61,0
glass62,0
glass63,0
glass64,0
glass65,0
glass66,0
glass67,0
glass68,0
glass69,0
glass70,0
glass71,0
glass72,0
glass73,0
glass74,0
glass75,0
glass76,0
glass77,0
glass78,0
glass79,0
glass80,0
glass81,0
glass82,0
glass83,0
glass84,0
glass85,0
glass86,0
glass87,0
glass88,0
glass89,0
glass90,0
glass91,0
glass92,0
glass93,0
glass94,0
glass95,0
glass96,0
glass97,0
glass98,0
glass99,0
glass100,0
glass101,0
glass102,0
glass103,0
glass104,0
glass105,0
glass106,0
glass107,0
glass108,0
glass109,0
glass110,0
glass111,0
glass112,0
glass113,0
glass114,0
glass115,0
glass116,0
glass117,0
glass118,0
glass119,0
glass120,0
glass121,0
glass122,0
glass123,0
glass124,0
glass125,0
glass126,0
glass127,0
glass128,0
glass129,0
glass130,0
glass131,0
glass132,0
glass133,0
glass134,0
glass135,0
glass136,0
glass137,0
glass138,0
glass139,0
glass140,0
glass141,0
glass142,0
glass143,0
glass144,0
glass145,0
glass146,0
glass147,0
glass148,0
glass149,0
glass150,0
glass151,0
glass152,0
glass153,0
glass154,0
glass155,0
glass156,0
glass157,0
glass158,0
glass159,0
glass160,0
glass161,0
glass162,0
glass163,0
glass164,0
glass165,0
glass166,0
glass167,0
glass168,0
glass169,0
glass170,0
glass171,0
glass172,0
glass173,0
glass174,0
glass175,0
glass176,0
glass177,0
glass178,0
glass179,0
glass180,0
glass181,0
glass182,0
glass183,0
glass184,0
glass185,0
glass186,0
glass187,0
glass188,0
glass189,0
glass190,0
glass191,0
glass192,0
glass193,0
glass194,0
glass195,0
glass196,0
glass197,0
glass198,0
glass199,0
glass200,0
glass201,0
glass202,0
glass203,0
glass204,0
glass205,0
glass206,0
glass207,0
glass208,0
glass209,0
glass210,0
glass211,0
glass212,0
glass213,0
glass214,0
glass215,0
glass216,0
glass217,0
glass218,0
glass219,0
glass220,0
glass221,0
glass222,0
glass223,0
glass224,0
glass225,0
glass226,0
glass227,0
glass228,0
glass229,0
glass230,0
glass231,0
glass232,0
glass233,0
glass234,0
glass235,0
glass236,0
glass237,0
glass238,0
glass239,0
glass240,0
glass241,0
glass242,0
glass243,0
glass244,0
glass245,0
glass246,0
glass247,0
glass248,0
glass249,0
glass250,0
glass251,0
glass252,0
glass253,0
glass254,0
glass255,0
glass256,0
glass257,0
glass258,0
glass259,0
glass260,0
glass261,0
glass262,0
glass263,0
glass264,0
glass265,0
glass266,0
glass267,0
glass268,0
glass269,0
glass270,0
glass271,0
glass272,0
glass273,0
glass274,0
glass275,0
glass276,0
glass277,0
glass278,0
glass279,0
glass280,0
glass281,0
glass282,0
glass283,0
glass284,0
glass285,0
glass286,0
glass287,0
glass288,0
glass289,0
glass290,0
glass291,0
glass292,0
glass293,0
glass294,0
glass295,0
glass296,0
glass297,0
glass298,0
glass299,0
glass300,0
glass301,0
glass302,0
glass303,0
glass304,0
glass305,0
glass306,0
glass307,0
glass308,0
glass309,0
glass310,0
glass311,0
glass312,0
glass313,0
glass314,0
glass315,0
glass316,0
glass317,0
glass318,0
glass319,0
glass320,0
glass321,0
glass322,0
glass323,0
glass324,0
glass325,0
glass326,0
glass327,0
glass328,0
glass329,0
glass330,0
glass331,0
glass332,0
glass333,0
glass334,0
glass335,0
glass336,0
glass337,0
glass338,0
glass339,0
glass340,0
glass341,0
glass342,0
glass343,0
glass344,0
glass345,0
glass346,0
glass347,0
glass348,0
glass349,0
glass350,0
glass351,0
glass352,0
glass353,0
glass354,0
glass355,0
glass356,0
glass357,0
glass358,0
glass359,0
glass360,0
glass361,0
glass362,0
glass363,0
glass364,0
glass365,0
glass366,0
glass367,0
glass368,0
glass369,0
glass370,0
glass371,0
glass372,0
glass373,0
glass374,0
glass375,0
glass376,0
glass377,0
glass378,0
glass379,0
glass380,0
glass381,0
glass382,0
glass383,0
glass384,0
glass385,0
glass386,0
glass387,0
glass388,0
glass389,0
glass390,0
glass391,0
glass392,0
glass393,0
glass394,0
glass395,0
glass396,0
glass397,0
glass398,0
glass399,0
glass400,0
glass401,0
glass402,0
glass403,0
glass404,0
glass405,0
glass406,0
glass407,0
glass408,0
glass409,0
glass410,0
glass411,0
glass412,0
glass413,0
glass414,0
glass415,0
glass416,0
glass417,0
glass418,0
glass419,0
glass420,0
glass421,0
glass422,0
glass423,0
glass424,0
glass425,0
glass426,0
glass427,0
glass428,0
glass429,0
glass430,0
glass431,0
glass432,0
glass433,0
glass434,0
glass435,0
glass436,0
glass437,0
glass438,0
glass439,0
glass440,0
glass441,0
glass442,0
glass443,0
glass444,0
glass445,0
glass446,0
glass447,0
glass448,0
glass449,0
glass450,0
glass451,0
glass452,0
glass453,0
glass454,0
glass455,0
glass456,0
glass457,0
glass458,0
glass459,0
glass460,0
glass461,0
glass462,0
glass463,0
glass464,0
glass465,0
glass466,0
glass467,0
glass468,0
glass469,0
glass470,0
glass471,0
glass472,0
glass473,0
glass474,0
glass475,0
glass476,0
glass477,0
glass478,0
glass479,0
glass480,0
glass481,0
glass482,0
glass483,0
glass484,0
glass485,0
glass486,0
glass487,0
glass488,0
glass489,0
glass490,0
glass491,0
glass492,0
glass493,0
glass494,0
glass495,0
glass496,0
glass497,0
glass498,0
glass499,0
glass500,0
glass501,0
