id,label
plastic1,3
plastic2,3
plastic3,3
plastic4,3
plastic5,3
plastic6,3
plastic7,3
plastic8,3
plastic9,3
plastic10,3
plastic11,3
plastic12,3
plastic13,3
plastic14,3
plastic15,3
plastic16,3
plastic17,3
plastic18,3
plastic19,3
plastic20,3
plastic21,3
plastic22,3
plastic23,3
plastic24,3
plastic25,3
plastic26,3
plastic27,3
plastic28,3
plastic29,3
plastic30,3
plastic31,3
plastic32,3
plastic33,3
plastic34,3
plastic35,3
plastic36,3
plastic37,3
plastic38,3
plastic39,3
plastic40,3
plastic41,3
plastic42,3
plastic43,3
plastic44,3
plastic45,3
plastic46,3
plastic47,3
plastic48,3
plastic49,3
plastic50,3
plastic51,3
plastic52,3
plastic53,3
plastic54,3
plastic55,3
plastic56,3
plastic57,3
plastic58,3
plastic59,3
plastic60,3
plastic61,3
plastic62,3
plastic63,3
plastic64,3
plastic65,3
plastic66,3
plastic67,3
plastic68,3
plastic69,3
plastic70,3
plastic71,3
plastic72,3
plastic73,3
plastic74,3
plastic75,3
plastic76,3
plastic77,3
plastic78,3
plastic79,3
plastic80,3
plastic81,3
plastic82,3
plastic83,3
plastic84,3
plastic85,3
plastic86,3
plastic87,3
plastic88,3
plastic89,3
plastic90,3
plastic91,3
plastic92,3
plastic93,3
plastic94,3
plastic95,3
plastic96,3
plastic97,3
plastic98,3
plastic99,3
plastic100,3
plastic101,3
plastic102,3
plastic103,3
plastic104,3
plastic105,3
plastic106,3
plastic107,3
plastic108,3
plastic109,3
plastic110,3
plastic111,3
plastic112,3
plastic113,3
plastic114,3
plastic115,3
plastic116,3
plastic117,3
plastic118,3
plastic119,3
plastic120,3
plastic121,3
plastic122,3
plastic123,3
plastic124,3
plastic125,3
plastic126,3
plastic127,3
plastic128,3
plastic129,3
plastic130,3
plastic131,3
plastic132,3
plastic133,3
plastic134,3
plastic135,3
plastic136,3
plastic137,3
plastic138,3
plastic139,3
plastic140,3
plastic141,3
plastic142,3
plastic143,3
plastic144,3
plastic145,3
plastic146,3
plastic147,3
plastic148,3
plastic149,3
plastic150,3
plastic151,3
plastic152,3
plastic153,3
plastic154,3
plastic155,3
plastic156,3
plastic157,3
plastic158,3
plastic159,3
plastic160,3
plastic161,3
plastic162,3
plastic163,3
plastic164,3
plastic165,3
plastic166,3
plastic167,3
plastic168,3
plastic169,3
plastic170,3
plastic171,3
plastic172,3
plastic173,3
plastic174,3
plastic175,3
plastic176,3
plastic177,3
plastic178,3
plastic179,3
plastic180,3
plastic181,3
plastic182,3
plastic183,3
plastic184,3
plastic185,3
plastic186,3
plastic187,3
plastic188,3
plastic189,3
plastic190,3
plastic191,3
plastic192,3
plastic193,3
plastic194,3
plastic195,3
plastic196,3
plastic197,3
plastic198,3
plastic199,3
plastic200,3
plastic201,3
plastic202,3
plastic203,3
plastic204,3
plastic205,3
plastic206,3
plastic207,3
plastic208,3
plastic209,3
plastic210,3
plastic211,3
plastic212,3
plastic213,3
plastic214,3
plastic215,3
plastic216,3
plastic217,3
plastic218,3
plastic219,3
plastic220,3
plastic221,3
plastic222,3
plastic223,3
plastic224,3
plastic225,3
plastic226,3
plastic227,3
plastic228,3
plastic229,3
plastic230,3
plastic231,3
plastic232,3
plastic233,3
plastic234,3
plastic235,3
plastic236,3
plastic237,3
plastic238,3
plastic239,3
plastic240,3
plastic241,3
plastic242,3
plastic243,3
plastic244,3
plastic245,3
plastic246,3
plastic247,3
plastic248,3
plastic249,3
plastic250,3
plastic251,3
plastic252,3
plastic253,3
plastic254,3
plastic255,3
plastic256,3
plastic257,3
plastic258,3
plastic259,3
plastic260,3
plastic261,3
plastic262,3
plastic263,3
plastic264,3
plastic265,3
plastic266,3
plastic267,3
plastic268,3
plastic269,3
plastic270,3
plastic271,3
plastic272,3
plastic273,3
plastic274,3
plastic275,3
plastic276,3
plastic277,3
plastic278,3
plastic279,3
plastic280,3
plastic281,3
plastic282,3
plastic283,3
plastic284,3
plastic285,3
plastic286,3
plastic287,3
plastic288,3
plastic289,3
plastic290,3
plastic291,3
plastic292,3
plastic293,3
plastic294,3
plastic295,3
plastic296,3
plastic297,3
plastic298,3
plastic299,3
plastic300,3
plastic301,3
plastic302,3
plastic303,3
plastic304,3
plastic305,3
plastic306,3
plastic307,3
plastic308,3
plastic309,3
plastic310,3
plastic311,3
plastic312,3
plastic313,3
plastic314,3
plastic315,3
plastic316,3
plastic317,3
plastic318,3
plastic319,3
plastic320,3
plastic321,3
plastic322,3
plastic323,3
plastic324,3
plastic325,3
plastic326,3
plastic327,3
plastic328,3
plastic329,3
plastic330,3
plastic331,3
plastic332,3
plastic333,3
plastic334,3
plastic335,3
plastic336,3
plastic337,3
plastic338,3
plastic339,3
plastic340,3
plastic341,3
plastic342,3
plastic343,3
plastic344,3
plastic345,3
plastic346,3
plastic347,3
plastic348,3
plastic349,3
plastic350,3
plastic351,3
plastic352,3
plastic353,3
plastic354,3
plastic355,3
plastic356,3
plastic357,3
plastic358,3
plastic359,3
plastic360,3
plastic361,3
plastic362,3
plastic363,3
plastic364,3
plastic365,3
plastic366,3
plastic367,3
plastic368,3
plastic369,3
plastic370,3
plastic371,3
plastic372,3
plastic373,3
plastic374,3
plastic375,3
plastic376,3
plastic377,3
plastic378,3
plastic379,3
plastic380,3
plastic381,3
plastic382,3
plastic383,3
plastic384,3
plastic385,3
plastic386,3
